OrderID,Date,Region,Product,Category,Sales,Profit,Quantity
1343,2023-07-28 19:58:35.929941616,Manchester,Phone,Technology,898,230,2
1344,2023-07-29 10:35:19.766472060,Manchester,Tablet,Technology,1157,306,1
1345,2023-07-30 01:12:03.603002500,Liverpool,Chair,Furniture,1434,285,1
1346,2023-07-30 15:48:47.439532944,Liverpool,Tablet,Technology,738,130,5
1347,2023-07-31 06:25:31.276063384,Liverpool,Monitor,Technology,197,37,4
1348,2023-07-31 21:02:15.112593828,Leeds,Notebook,Office Supplies,391,56,5
1349,2023-08-01 11:38:58.949124268,Manchester,Chair,Furniture,525,145,5
1350,2023-08-02 02:15:42.785654712,Birmingham,Monitor,Technology,1136,215,5
1351,2023-08-02 16:52:26.622185152,Liverpool,Laptop,Technology,1433,396,1
1352,2023-08-03 07:29:10.458715596,Liverpool,Laptop,Technology,610,73,1
1353,2023-08-03 22:05:54.295246036,Manchester,Notebook,Office Supplies,376,111,5
1354,2023-08-04 12:42:38.131776480,Liverpool,Notebook,Office Supplies,1214,229,1
1355,2023-08-05 03:19:21.968306920,Leeds,Chair,Furniture,1039,113,4
1356,2023-08-05 17:56:05.804837364,Leeds,Phone,Technology,264,28,5
1357,2023-08-06 08:32:49.641367804,Liverpool,Notebook,Office Supplies,484,120,1
1358,2023-08-06 23:09:33.477898248,Manchester,Laptop,Technology,1001,232,2
1359,2023-08-07 13:46:17.314428688,Manchester,Tablet,Technology,772,201,5
1360,2023-08-08 04:23:01.150959132,Manchester,Monitor,Technology,1391,168,5
1361,2023-08-08 18:59:44.987489572,London,Laptop,Technology,81,8,4
1362,2023-08-09 09:36:28.824020016,Liverpool,Laptop,Technology,719,145,3
1363,2023-08-10 00:13:12.660550456,Manchester,Phone,Technology,334,59,3
1364,2023-08-10 14:49:56.497080900,Leeds,Chair,Furniture,1378,265,4
1365,2023-08-11 05:26:40.333611340,Birmingham,Chair,Furniture,478,142,4
1366,2023-08-11 20:03:24.170141784,Birmingham,Desk,Furniture,335,98,4
1367,2023-08-12 10:40:08.006672224,Manchester,Phone,Technology,1217,351,3
1368,2023-08-13 01:16:51.843202668,Birmingham,Tablet,Technology,1497,384,4
1369,2023-08-13 15:53:35.679733108,Birmingham,Chair,Furniture,1092,186,1
1370,2023-08-14 06:30:19.516263552,London,Monitor,Technology,67,12,5
1371,2023-08-14 21:07:03.352793992,Leeds,Notebook,Office Supplies,818,171,5
1372,2023-08-15 11:43:47.189324436,Leeds,Phone,Technology,639,170,2
1373,2023-08-16 02:20:31.025854876,London,Notebook,Office Supplies,1444,164,2
1374,2023-08-16 16:57:14.862385320,London,Laptop,Technology,1248,230,5
1375,2023-08-17 07:33:58.698915760,Birmingham,Monitor,Technology,1059,123,1
1376,2023-08-17 22:10:42.535446204,Liverpool,Monitor,Technology,243,49,3
1377,2023-08-18 12:47:26.371976644,Birmingham,Laptop,Technology,551,154,3
1378,2023-08-19 03:24:10.208507088,London,Phone,Technology,1037,265,1
1379,2023-08-19 18:00:54.045037528,Leeds,Laptop,Technology,1186,172,3
1380,2023-08-20 08:37:37.881567972,Birmingham,Notebook,Office Supplies,163,48,4
1381,2023-08-20 23:14:21.718098412,Liverpool,Desk,Furniture,1295,302,5
1382,2023-08-21 13:51:05.554628856,Birmingham,Monitor,Technology,996,101,5
1383,2023-08-22 04:27:49.391159296,Manchester,Printer,Office Supplies,880,132,1
1384,2023-08-22 19:04:33.227689740,Birmingham,Printer,Office Supplies,1337,203,3
1385,2023-08-23 09:41:17.064220184,London,Notebook,Office Supplies,974,110,2
1386,2023-08-24 00:18:00.900750624,Leeds,Tablet,Technology,104,30,2
1387,2023-08-24 14:54:44.737281068,Leeds,Chair,Furniture,849,166,3
1388,2023-08-25 05:31:28.573811508,London,Laptop,Technology,827,230,2
1389,2023-08-25 20:08:12.410341952,Manchester,Laptop,Technology,211,34,1
1390,2023-08-26 10:44:56.246872392,London,Tablet,Technology,1453,181,1
1391,2023-08-27 01:21:40.083402836,Birmingham,Tablet,Technology,136,26,3
1392,2023-08-27 15:58:23.919933276,London,Notebook,Office Supplies,104,12,2
1393,2023-08-28 06:35:07.756463720,London,Notebook,Office Supplies,1251,246,1
1394,2023-08-28 21:11:51.592994160,Manchester,Tablet,Technology,1464,415,1
1395,2023-08-29 11:48:35.429524604,Birmingham,Monitor,Technology,1422,290,4
1396,2023-08-30 02:25:19.266055044,Liverpool,Notebook,Office Supplies,1081,241,4
1397,2023-08-30 17:02:03.102585488,Liverpool,Desk,Furniture,882,115,1
1398,2023-08-31 07:38:46.939115928,Leeds,Notebook,Office Supplies,362,39,3
1399,2023-08-31 22:15:30.775646372,London,Laptop,Technology,808,98,5
1400,2023-09-01 12:52:14.612176812,Leeds,Notebook,Office Supplies,492,108,5
1401,2023-09-02 03:28:58.448707256,Manchester,Monitor,Technology,377,44,1
1402,2023-09-02 18:05:42.285237696,Liverpool,Tablet,Technology,1127,197,1
1403,2023-09-03 08:42:26.121768140,London,Laptop,Technology,810,170,1
1404,2023-09-03 23:19:09.958298580,Manchester,Notebook,Office Supplies,1312,233,3
1405,2023-09-04 13:55:53.794829024,Manchester,Monitor,Technology,1302,172,4
1406,2023-09-05 04:32:37.631359464,London,Desk,Furniture,628,97,1
1407,2023-09-05 19:09:21.467889908,Manchester,Notebook,Office Supplies,1124,321,1
1408,2023-09-06 09:46:05.304420348,London,Monitor,Technology,1056,248,2
1409,2023-09-07 00:22:49.140950792,London,Desk,Furniture,1337,266,3
1410,2023-09-07 14:59:32.977481232,Birmingham,Tablet,Technology,1491,152,1
1411,2023-09-08 05:36:16.814011676,Leeds,Notebook,Office Supplies,145,43,2
1412,2023-09-08 20:13:00.650542116,Manchester,Desk,Furniture,1161,272,5
1413,2023-09-09 10:49:44.487072560,Manchester,Laptop,Technology,1151,188,1
1414,2023-09-10 01:26:28.323603000,Birmingham,Tablet,Technology,1361,375,1
1415,2023-09-10 16:03:12.160133444,Birmingham,Laptop,Technology,1193,180,2
1416,2023-09-11 06:39:55.996663884,Birmingham,Printer,Office Supplies,863,180,3
1417,2023-09-11 21:16:39.833194328,Liverpool,Phone,Technology,540,122,1
1418,2023-09-12 11:53:23.669724768,Liverpool,Notebook,Office Supplies,501,72,5
1419,2023-09-13 02:30:07.506255212,Liverpool,Desk,Furniture,214,63,1
1420,2023-09-13 17:06:51.342785652,London,Phone,Technology,231,57,5
1421,2023-09-14 07:43:35.179316096,Manchester,Phone,Technology,518,109,4
1422,2023-09-14 22:20:19.015846536,Leeds,Desk,Furniture,959,130,4
1423,2023-09-15 12:57:02.852376980,London,Tablet,Technology,784,86,5
1424,2023-09-16 03:33:46.688907420,Manchester,Notebook,Office Supplies,872,143,3
1425,2023-09-16 18:10:30.525437864,Manchester,Printer,Office Supplies,993,248,1
1426,2023-09-17 08:47:14.361968304,Birmingham,Laptop,Technology,56,8,1
1427,2023-09-17 23:23:58.198498748,Birmingham,Monitor,Technology,379,78,4
1428,2023-09-18 14:00:42.035029188,London,Laptop,Technology,824,202,5
1429,2023-09-19 04:37:25.871559632,Birmingham,Monitor,Technology,200,24,1
1430,2023-09-19 19:14:09.708090072,Manchester,Laptop,Technology,1158,274,1
1431,2023-09-20 09:50:53.544620516,Birmingham,Desk,Furniture,196,23,3
1432,2023-09-21 00:27:37.381150956,Liverpool,Printer,Office Supplies,1454,426,2
1433,2023-09-21 15:04:21.217681400,Birmingham,Notebook,Office Supplies,964,190,4
1434,2023-09-22 05:41:05.054211840,Manchester,Monitor,Technology,1358,176,4
1435,2023-09-22 20:17:48.890742284,London,Notebook,Office Supplies,749,126,2
1436,2023-09-23 10:54:32.727272724,Leeds,Notebook,Office Supplies,131,23,1
1437,2023-09-24 01:31:16.563803168,Birmingham,Notebook,Office Supplies,563,141,3
1438,2023-09-24 16:08:00.400333608,Manchester,Chair,Furniture,864,214,3
1439,2023-09-25 06:44:44.236864052,Leeds,Tablet,Technology,758,168,4
1440,2023-09-25 21:21:28.073394492,Leeds,Laptop,Technology,795,96,3
1441,2023-09-26 11:58:11.909924936,Liverpool,Notebook,Office Supplies,1072,139,2
1442,2023-09-27 02:34:55.746455376,Leeds,Laptop,Technology,1459,173,1
1443,2023-09-27 17:11:39.582985820,Manchester,Notebook,Office Supplies,756,162,2
1444,2023-09-28 07:48:23.419516260,Manchester,Monitor,Technology,520,143,5
1445,2023-09-28 22:25:07.256046704,Birmingham,Tablet,Technology,1192,222,4
1446,2023-09-29 13:01:51.092577144,Birmingham,Tablet,Technology,445,58,3
1447,2023-09-30 03:38:34.929107588,Birmingham,Desk,Furniture,310,65,5
1448,2023-09-30 18:15:18.765638032,Leeds,Chair,Furniture,854,224,3
1449,2023-10-01 08:52:02.602168472,Leeds,Desk,Furniture,983,244,1
1450,2023-10-01 23:28:46.438698916,Liverpool,Desk,Furniture,1329,367,1
1451,2023-10-02 14:05:30.275229356,Birmingham,Desk,Furniture,954,148,1
1452,2023-10-03 04:42:14.111759800,London,Desk,Furniture,1299,180,3
1453,2023-10-03 19:18:57.948290240,Liverpool,Desk,Furniture,1126,310,5
1454,2023-10-04 09:55:41.784820684,London,Printer,Office Supplies,989,228,1
1455,2023-10-05 00:32:25.621351124,Leeds,Tablet,Technology,903,146,5
1456,2023-10-05 15:09:09.457881568,Liverpool,Desk,Furniture,1437,357,3
1457,2023-10-06 05:45:53.294412008,Liverpool,Notebook,Office Supplies,1353,355,5
1458,2023-10-06 20:22:37.130942452,Manchester,Tablet,Technology,642,143,3
1459,2023-10-07 10:59:20.967472892,Leeds,Tablet,Technology,763,181,3
1460,2023-10-08 01:36:04.804003336,Leeds,Phone,Technology,1231,215,4
1461,2023-10-08 16:12:48.640533776,Liverpool,Printer,Office Supplies,681,141,3
1462,2023-10-09 06:49:32.477064220,Leeds,Desk,Furniture,108,22,3
1463,2023-10-09 21:26:16.313594660,Liverpool,Laptop,Technology,177,47,2
1464,2023-10-10 12:03:00.150125104,Manchester,Monitor,Technology,785,210,1
1465,2023-10-11 02:39:43.986655544,Liverpool,Chair,Furniture,770,205,4
1466,2023-10-11 17:16:27.823185988,Leeds,Notebook,Office Supplies,1188,121,4
1467,2023-10-12 07:53:11.659716428,Leeds,Laptop,Technology,1282,320,4
1468,2023-10-12 22:29:55.496246872,Liverpool,Printer,Office Supplies,575,144,2
1469,2023-10-13 13:06:39.332777312,Liverpool,Monitor,Technology,570,134,3
1470,2023-10-14 03:43:23.169307756,Liverpool,Printer,Office Supplies,601,151,1
1471,2023-10-14 18:20:07.005838196,Birmingham,Notebook,Office Supplies,286,76,5
1472,2023-10-15 08:56:50.842368640,Leeds,Tablet,Technology,1354,262,3
1473,2023-10-15 23:33:34.678899080,Leeds,Monitor,Technology,1432,286,2
1474,2023-10-16 14:10:18.515429524,Birmingham,Tablet,Technology,1274,159,3
1475,2023-10-17 04:47:02.351959964,Liverpool,Notebook,Office Supplies,1351,239,3
1476,2023-10-17 19:23:46.188490408,Manchester,Laptop,Technology,1308,299,2
1477,2023-10-18 10:00:30.025020848,Liverpool,Notebook,Office Supplies,543,139,4
1478,2023-10-19 00:37:13.861551292,Liverpool,Laptop,Technology,53,7,4
1479,2023-10-19 15:13:57.698081732,Birmingham,Monitor,Technology,715,91,1
1480,2023-10-20 05:50:41.534612176,Leeds,Monitor,Technology,491,114,1
1481,2023-10-20 20:27:25.371142616,Liverpool,Desk,Furniture,78,7,4
1482,2023-10-21 11:04:09.207673060,Leeds,Printer,Office Supplies,1182,160,5
1483,2023-10-22 01:40:53.044203500,London,Desk,Furniture,659,69,3
1484,2023-10-22 16:17:36.880733944,Leeds,Printer,Office Supplies,854,113,5
1485,2023-10-23 06:54:20.717264384,Manchester,Desk,Furniture,124,16,3
1486,2023-10-23 21:31:04.553794828,Manchester,Tablet,Technology,887,157,4
1487,2023-10-24 12:07:48.390325268,Liverpool,Monitor,Technology,1219,219,1
1488,2023-10-25 02:44:32.226855712,Leeds,Laptop,Technology,177,48,1
1489,2023-10-25 17:21:16.063386152,Liverpool,Printer,Office Supplies,91,18,5
1490,2023-10-26 07:57:59.899916596,Birmingham,Notebook,Office Supplies,1429,349,1
1491,2023-10-26 22:34:43.736447036,Manchester,Printer,Office Supplies,90,10,4
1492,2023-10-27 13:11:27.572977480,Liverpool,Laptop,Technology,983,142,5
1493,2023-10-28 03:48:11.409507920,Birmingham,Desk,Furniture,83,19,3
1494,2023-10-28 18:24:55.246038364,Liverpool,Printer,Office Supplies,1090,120,1
1495,2023-10-29 09:01:39.082568804,Leeds,Chair,Furniture,1226,241,2
1496,2023-10-29 23:38:22.919099248,Leeds,Tablet,Technology,1047,230,1
1497,2023-10-30 14:15:06.755629688,Leeds,Monitor,Technology,1451,319,3
1498,2023-10-31 04:51:50.592160132,Leeds,Laptop,Technology,637,66,5
1499,2023-10-31 19:28:34.428690572,London,Monitor,Technology,391,64,3
1500,2023-11-01 10:05:18.265221016,Birmingham,Chair,Furniture,76,17,2
1501,2023-11-02 00:42:02.101751456,Birmingham,Printer,Office Supplies,1360,176,4
1502,2023-11-02 15:18:45.938281900,Leeds,Printer,Office Supplies,695,166,1
1503,2023-11-03 05:55:29.774812340,London,Notebook,Office Supplies,780,194,5
1504,2023-11-03 20:32:13.611342784,Leeds,Chair,Furniture,217,64,4
1505,2023-11-04 11:08:57.447873224,London,Laptop,Technology,659,93,3
1506,2023-11-05 01:45:41.284403668,Leeds,Notebook,Office Supplies,317,84,5
1507,2023-11-05 16:22:25.120934108,Manchester,Tablet,Technology,870,177,4
1508,2023-11-06 06:59:08.957464552,Manchester,Notebook,Office Supplies,504,88,5
1509,2023-11-06 21:35:52.793994992,Liverpool,Phone,Technology,955,118,2
1510,2023-11-07 12:12:36.630525436,Leeds,Laptop,Technology,1474,364,2
1511,2023-11-08 02:49:20.467055876,Birmingham,Phone,Technology,971,142,1
1512,2023-11-08 17:26:04.303586320,Liverpool,Chair,Furniture,1030,179,1
1513,2023-11-09 08:02:48.140116764,Manchester,Desk,Furniture,751,84,2
1514,2023-11-09 22:39:31.976647204,Leeds,Phone,Technology,683,177,5
1515,2023-11-10 13:16:15.813177648,Liverpool,Tablet,Technology,179,45,2
1516,2023-11-11 03:52:59.649708088,Leeds,Notebook,Office Supplies,1069,263,1
1517,2023-11-11 18:29:43.486238532,Manchester,Desk,Furniture,1436,229,2
1518,2023-11-12 09:06:27.322768972,Liverpool,Notebook,Office Supplies,868,116,2
1519,2023-11-12 23:43:11.159299416,Manchester,Phone,Technology,742,168,5
1520,2023-11-13 14:19:54.995829856,London,Notebook,Office Supplies,1365,271,4
1521,2023-11-14 04:56:38.832360300,Manchester,Chair,Furniture,1444,195,1
1522,2023-11-14 19:33:22.668890740,Leeds,Desk,Furniture,843,199,5
1523,2023-11-15 10:10:06.505421184,Birmingham,Chair,Furniture,78,23,2
1524,2023-11-16 00:46:50.341951624,Manchester,Phone,Technology,198,49,2
1525,2023-11-16 15:23:34.178482068,Birmingham,Chair,Furniture,1369,339,4
1526,2023-11-17 06:00:18.015012508,London,Tablet,Technology,60,17,1
1527,2023-11-17 20:37:01.851542952,Liverpool,Phone,Technology,725,101,1
1528,2023-11-18 11:13:45.688073392,Liverpool,Phone,Technology,1186,252,3
1529,2023-11-19 01:50:29.524603836,Birmingham,Phone,Technology,236,69,1
1530,2023-11-19 16:27:13.361134276,Liverpool,Laptop,Technology,856,113,4
1531,2023-11-20 07:03:57.197664720,Manchester,Notebook,Office Supplies,793,190,3
1532,2023-11-20 21:40:41.034195160,Birmingham,Laptop,Technology,1300,282,3
1533,2023-11-21 12:17:24.870725604,Leeds,Laptop,Technology,1383,300,2
1534,2023-11-22 02:54:08.707256044,Manchester,Tablet,Technology,147,35,2
1535,2023-11-22 17:30:52.543786488,Manchester,Desk,Furniture,104,29,1
1536,2023-11-23 08:07:36.380316928,Manchester,Notebook,Office Supplies,672,172,3
1537,2023-11-23 22:44:20.216847372,Leeds,Chair,Furniture,713,79,2
1538,2023-11-24 13:21:04.053377812,London,Printer,Office Supplies,807,218,4
1539,2023-11-25 03:57:47.889908256,Liverpool,Phone,Technology,455,66,2
1540,2023-11-25 18:34:31.726438696,Birmingham,Chair,Furniture,118,20,2
1541,2023-11-26 09:11:15.562969140,London,Phone,Technology,1385,266,3
1542,2023-11-26 23:47:59.399499580,Birmingham,Tablet,Technology,1362,267,3
1543,2023-11-27 14:24:43.236030024,Liverpool,Phone,Technology,800,149,5
1544,2023-11-28 05:01:27.072560464,Leeds,Laptop,Technology,1221,351,4
1545,2023-11-28 19:38:10.909090908,Manchester,Notebook,Office Supplies,1317,317,3
1546,2023-11-29 10:14:54.745621348,Manchester,Printer,Office Supplies,1007,227,1
1547,2023-11-30 00:51:38.582151792,Leeds,Monitor,Technology,414,45,4
1548,2023-11-30 15:28:22.418682232,London,Phone,Technology,531,149,4
1549,2023-12-01 06:05:06.255212676,London,Chair,Furniture,250,70,3
1550,2023-12-01 20:41:50.091743116,Birmingham,Laptop,Technology,203,51,4
1551,2023-12-02 11:18:33.928273560,Leeds,Monitor,Technology,122,12,3
1552,2023-12-03 01:55:17.764804000,London,Printer,Office Supplies,762,84,2
1553,2023-12-03 16:32:01.601334444,Leeds,Monitor,Technology,345,50,5
1554,2023-12-04 07:08:45.437864884,Liverpool,Laptop,Technology,1090,137,2
1555,2023-12-04 21:45:29.274395328,Manchester,Notebook,Office Supplies,1290,231,3
1556,2023-12-05 12:22:13.110925768,Manchester,Notebook,Office Supplies,110,31,3
1557,2023-12-06 02:58:56.947456212,Manchester,Desk,Furniture,988,192,2
1558,2023-12-06 17:35:40.783986652,Leeds,Notebook,Office Supplies,91,9,1
1559,2023-12-07 08:12:24.620517096,Leeds,Desk,Furniture,74,11,1
1560,2023-12-07 22:49:08.457047536,Birmingham,Monitor,Technology,1112,121,1
1561,2023-12-08 13:25:52.293577980,Manchester,Tablet,Technology,180,19,3
1562,2023-12-09 04:02:36.130108420,Birmingham,Chair,Furniture,1302,201,4
1563,2023-12-09 18:39:19.966638864,Manchester,Chair,Furniture,157,24,3
1564,2023-12-10 09:16:03.803169304,Birmingham,Monitor,Technology,221,56,4
1565,2023-12-10 23:52:47.639699748,Birmingham,Phone,Technology,151,44,2
1566,2023-12-11 14:29:31.476230188,Liverpool,Phone,Technology,915,159,5
1567,2023-12-12 05:06:15.312760632,Birmingham,Notebook,Office Supplies,573,106,4
1568,2023-12-12 19:42:59.149291072,Leeds,Chair,Furniture,324,87,1
1569,2023-12-13 10:19:42.985821516,Birmingham,Chair,Furniture,1117,171,3
1570,2023-12-14 00:56:26.822351956,Manchester,Desk,Furniture,866,113,2
1571,2023-12-14 15:33:10.658882400,Birmingham,Tablet,Technology,1006,272,1
1572,2023-12-15 06:09:54.495412840,London,Laptop,Technology,1090,119,2
1573,2023-12-15 20:46:38.331943284,Manchester,Phone,Technology,379,84,5
1574,2023-12-16 11:23:22.168473724,London,Chair,Furniture,61,12,3
1575,2023-12-17 02:00:06.005004168,Manchester,Desk,Furniture,1391,235,3
1576,2023-12-17 16:36:49.841534608,Leeds,Printer,Office Supplies,265,43,5
1577,2023-12-18 07:13:33.678065052,Leeds,Desk,Furniture,388,98,3
1578,2023-12-18 21:50:17.514595496,Leeds,Phone,Technology,710,83,4
1579,2023-12-19 12:27:01.351125936,London,Phone,Technology,1154,170,2
1580,2023-12-20 03:03:45.187656380,Liverpool,Desk,Furniture,423,104,1
1581,2023-12-20 17:40:29.024186820,Manchester,Laptop,Technology,1025,214,5
1582,2023-12-21 08:17:12.860717264,Leeds,Monitor,Technology,759,95,4
1583,2023-12-21 22:53:56.697247704,Manchester,Phone,Technology,1273,351,1
1584,2023-12-22 13:30:40.533778148,London,Desk,Furniture,515,92,1
1585,2023-12-23 04:07:24.370308588,Liverpool,Chair,Furniture,1162,308,5
1586,2023-12-23 18:44:08.206839032,London,Desk,Furniture,1341,345,4
1587,2023-12-24 09:20:52.043369472,Manchester,Tablet,Technology,538,120,1
1588,2023-12-24 23:57:35.879899916,Liverpool,Monitor,Technology,96,19,1
1589,2023-12-25 14:34:19.716430356,Liverpool,Printer,Office Supplies,1361,402,4
1590,2023-12-26 05:11:03.552960800,London,Laptop,Technology,827,106,3
1591,2023-12-26 19:47:47.389491240,Leeds,Notebook,Office Supplies,1089,266,1
1592,2023-12-27 10:24:31.226021684,Manchester,Printer,Office Supplies,760,105,2
1593,2023-12-28 01:01:15.062552124,Birmingham,Monitor,Technology,450,75,4
1594,2023-12-28 15:37:58.899082568,Birmingham,Monitor,Technology,1030,166,1
1595,2023-12-29 06:14:42.735613008,London,Monitor,Technology,1159,335,5
1596,2023-12-29 20:51:26.572143452,Manchester,Printer,Office Supplies,299,87,2
1597,2023-12-30 11:28:10.408673892,Manchester,Chair,Furniture,440,60,1
1598,2023-12-31 02:04:54.245204336,London,Monitor,Technology,384,40,2
1599,2023-12-31 16:41:38.081734776,Manchester,Desk,Furniture,678,165,2
1600,2024-01-01 07:18:21.918265220,Leeds,Printer,Office Supplies,186,34,3
1601,2024-01-01 21:55:05.754795660,London,Notebook,Office Supplies,932,109,2
1602,2024-01-02 12:31:49.591326104,Leeds,Monitor,Technology,737,174,3
1603,2024-01-03 03:08:33.427856544,Manchester,Desk,Furniture,876,183,4
1604,2024-01-03 17:45:17.264386988,London,Chair,Furniture,776,229,3
1605,2024-01-04 08:22:01.100917428,Manchester,Tablet,Technology,643,93,5
1606,2024-01-04 22:58:44.937447872,London,Chair,Furniture,1296,234,1
1607,2024-01-05 13:35:28.773978312,Manchester,Notebook,Office Supplies,1039,216,4
1608,2024-01-06 04:12:12.610508756,Leeds,Monitor,Technology,421,108,4
1609,2024-01-06 18:48:56.447039196,Leeds,Notebook,Office Supplies,984,206,5
1610,2024-01-07 09:25:40.283569640,Manchester,Printer,Office Supplies,1044,232,3
1611,2024-01-08 00:02:24.120100080,London,Phone,Technology,451,65,1
1612,2024-01-08 14:39:07.956630524,Birmingham,Monitor,Technology,664,178,3
1613,2024-01-09 05:15:51.793160964,Leeds,Phone,Technology,1346,249,2
1614,2024-01-09 19:52:35.629691408,Leeds,Desk,Furniture,1232,157,3
1615,2024-01-10 10:29:19.466221848,Birmingham,Tablet,Technology,1225,285,4
1616,2024-01-11 01:06:03.302752292,Manchester,Laptop,Technology,1044,149,1
1617,2024-01-11 15:42:47.139282732,London,Notebook,Office Supplies,669,79,3
1618,2024-01-12 06:19:30.975813176,Manchester,Chair,Furniture,237,64,1
1619,2024-01-12 20:56:14.812343616,Liverpool,Tablet,Technology,1171,224,1
1620,2024-01-13 11:32:58.648874060,Leeds,Monitor,Technology,180,44,2
1621,2024-01-14 02:09:42.485404500,Liverpool,Phone,Technology,854,135,2
1622,2024-01-14 16:46:26.321934944,Leeds,Chair,Furniture,1244,320,4
1623,2024-01-15 07:23:10.158465384,Leeds,Phone,Technology,985,120,5
1624,2024-01-15 21:59:53.994995828,Liverpool,Printer,Office Supplies,1035,177,1
1625,2024-01-16 12:36:37.831526268,Liverpool,Phone,Technology,232,68,5
1626,2024-01-17 03:13:21.668056712,Manchester,Printer,Office Supplies,1032,267,4
1627,2024-01-17 17:50:05.504587152,Liverpool,Desk,Furniture,413,82,1
1628,2024-01-18 08:26:49.341117596,Manchester,Chair,Furniture,88,14,1
1629,2024-01-18 23:03:33.177648036,Manchester,Chair,Furniture,546,149,5
1630,2024-01-19 13:40:17.014178480,Manchester,Laptop,Technology,1422,297,3
1631,2024-01-20 04:17:00.850708920,Leeds,Monitor,Technology,1031,259,2
1632,2024-01-20 18:53:44.687239364,Leeds,Printer,Office Supplies,970,243,3
1633,2024-01-21 09:30:28.523769804,Liverpool,Laptop,Technology,1470,152,5
1634,2024-01-22 00:07:12.360300248,Leeds,Phone,Technology,771,96,2
1635,2024-01-22 14:43:56.196830688,Liverpool,Phone,Technology,1234,286,3
1636,2024-01-23 05:20:40.033361132,Leeds,Laptop,Technology,65,8,2
1637,2024-01-23 19:57:23.869891572,London,Chair,Furniture,542,81,1
1638,2024-01-24 10:34:07.706422016,London,Phone,Technology,1499,433,3
1639,2024-01-25 01:10:51.542952456,Liverpool,Notebook,Office Supplies,1181,250,2
1640,2024-01-25 15:47:35.379482900,Leeds,Desk,Furniture,943,235,2
1641,2024-01-26 06:24:19.216013344,Leeds,Desk,Furniture,360,76,2
1642,2024-01-26 21:01:03.052543784,Manchester,Notebook,Office Supplies,788,165,3
1643,2024-01-27 11:37:46.889074228,Birmingham,Laptop,Technology,1243,147,4
1644,2024-01-28 02:14:30.725604668,Liverpool,Notebook,Office Supplies,595,100,3
1645,2024-01-28 16:51:14.562135112,Birmingham,Printer,Office Supplies,463,72,5
1646,2024-01-29 07:27:58.398665552,Birmingham,Printer,Office Supplies,300,53,3
1647,2024-01-29 22:04:42.235195996,Liverpool,Laptop,Technology,808,209,2
1648,2024-01-30 12:41:26.071726436,Leeds,Notebook,Office Supplies,1214,211,1
1649,2024-01-31 03:18:09.908256880,Liverpool,Printer,Office Supplies,1347,256,3
1650,2024-01-31 17:54:53.744787320,Birmingham,Chair,Furniture,1489,267,3
1651,2024-02-01 08:31:37.581317764,Leeds,Notebook,Office Supplies,1112,131,2
1652,2024-02-01 23:08:21.417848204,London,Chair,Furniture,863,162,1
1653,2024-02-02 13:45:05.254378648,Liverpool,Printer,Office Supplies,78,10,1
1654,2024-02-03 04:21:49.090909088,Liverpool,Desk,Furniture,1007,138,5
1655,2024-02-03 18:58:32.927439532,Leeds,Printer,Office Supplies,526,62,3
1656,2024-02-04 09:35:16.763969972,London,Chair,Furniture,367,62,1
1657,2024-02-05 00:12:00.600500416,London,Tablet,Technology,294,73,1
1658,2024-02-05 14:48:44.437030856,Leeds,Monitor,Technology,797,123,4
1659,2024-02-06 05:25:28.273561300,Manchester,Phone,Technology,746,121,4
1660,2024-02-06 20:02:12.110091740,Liverpool,Notebook,Office Supplies,321,73,1
1661,2024-02-07 10:38:55.946622184,Liverpool,Tablet,Technology,1312,182,5
1662,2024-02-08 01:15:39.783152624,Birmingham,Printer,Office Supplies,426,119,1
1663,2024-02-08 15:52:23.619683068,Leeds,Desk,Furniture,315,64,2
1664,2024-02-09 06:29:07.456213508,Birmingham,Laptop,Technology,975,184,3
1665,2024-02-09 21:05:51.292743952,Birmingham,Printer,Office Supplies,970,205,5
1666,2024-02-10 11:42:35.129274392,London,Desk,Furniture,1432,190,2
1667,2024-02-11 02:19:18.965804836,Liverpool,Monitor,Technology,389,86,5
1668,2024-02-11 16:56:02.802335276,Birmingham,Printer,Office Supplies,438,75,2
1669,2024-02-12 07:32:46.638865720,London,Chair,Furniture,626,174,3
1670,2024-02-12 22:09:30.475396160,Leeds,Laptop,Technology,52,6,3
1671,2024-02-13 12:46:14.311926604,Birmingham,Desk,Furniture,1215,244,4
1672,2024-02-14 03:22:58.148457044,Liverpool,Desk,Furniture,425,93,2
1673,2024-02-14 17:59:41.984987488,Birmingham,Desk,Furniture,373,39,4
1674,2024-02-15 08:36:25.821517928,Leeds,Monitor,Technology,195,33,2
1675,2024-02-15 23:13:09.658048372,Birmingham,Printer,Office Supplies,342,84,4
1676,2024-02-16 13:49:53.494578812,Liverpool,Monitor,Technology,481,127,3
1677,2024-02-17 04:26:37.331109256,London,Notebook,Office Supplies,754,122,5
1678,2024-02-17 19:03:21.167639696,Liverpool,Phone,Technology,998,259,4
1679,2024-02-18 09:40:05.004170140,London,Phone,Technology,634,186,2
1680,2024-02-19 00:16:48.840700580,Manchester,Notebook,Office Supplies,448,121,2
1681,2024-02-19 14:53:32.677231024,Liverpool,Printer,Office Supplies,866,106,3
1682,2024-02-20 05:30:16.513761464,Liverpool,Chair,Furniture,1417,351,2
1683,2024-02-20 20:07:00.350291908,Leeds,Monitor,Technology,1013,166,1
